Word,BestWordListResult,RandomWordListResult,AUDIOThenRandomWordsResult,AUDIOThenBestWordsResult
solar,2,5.2,5.8,3
basso,4,4.8,5.2,4
doper,4,6.2,6.0,4
porgy,4,4.2,5.2,4
excel,5,5.2,5.2,5
atilt,6,4.0,4.6,4
weals,7,8.6,7.8,7
fices,5,8.0,8.6,5
tunic,3,5.2,3.8,4
throe,2,5.0,4.6,3
yills,4,4.4,5.8,10
duple,3,5.0,3.6,4
pares,5,7.2,8.0,5
eyres,8,6.4,6.2,7
hongi,5,3.8,4.4,5
kench,4,4.2,5.2,4
puces,4,5.0,4.6,4
vapor,4,4.4,5.8,6
indol,3,4.4,3.4,3
bogle,4,3.8,5.0,4
doums,4,5.6,5.4,2
sidle,3,3.4,4.2,3
zonks,8,6.2,6.4,9
leggy,4,5.2,6.0,6
hoppy,6,5.6,5.8,7
uhlan,4,4.8,4.0,4
clift,4,5.2,4.4,5
sheol,4,4.4,4.4,6
aahed,7,6.2,4.8,7
glade,5,5.2,5.0,7
links,6,8.2,8.0,5
penal,4,4.0,4.8,4
urges,5,4.8,4.2,4
hemps,4,5.0,6.0,4
buppy,5,6.6,5.0,5
gelee,5,5.0,5.0,4
toffs,8,5.4,6.4,9
shaft,5,4.4,5.6,5
colts,3,6.4,6.8,3
doody,5,5.4,5.0,6
mirin,4,3.6,4.0,4
balms,5,4.8,6.0,5
peart,6,4.8,4.6,5
steal,4,5.6,5.4,5
dogie,4,6.6,5.0,3
award,6,4.8,3.6,4
queer,7,6.0,5.4,7
umbra,5,5.0,4.6,4
fiend,5,4.0,4.2,5
abuse,5,4.8,3.2,4
other,4,4.6,5.4,5
knops,4,4.6,4.8,5
drees,6,6.2,4.2,4
spoof,5,5.4,6.0,6
liter,3,7.8,5.6,3
finer,6,6.6,5.2,6
pains,3,6.4,8.2,5
croak,5,5.2,4.8,5
egger,8,5.8,5.8,7
mythy,4,4.6,3.4,3
dashi,4,4.4,4.0,4
sagum,5,4.4,4.4,6
rarer,10,6.0,7.4,10
clour,3,5.8,5.0,4
frail,6,5.2,5.2,6
rille,4,4.8,5.0,4
volva,6,4.8,6.2,7
plays,4,5.0,5.4,5
spivs,7,5.0,6.2,6
infer,5,4.2,6.0,7
creek,5,5.4,3.8,5
racks,5,5.8,6.6,4
noily,3,4.2,5.8,4
saice,2,4.8,4.6,3
tansy,2,5.4,6.2,3
eyras,2,7.2,6.8,5
xylem,4,5.0,4.8,4
quill,4,5.4,5.4,5
cuvee,5,4.2,5.4,4
sifts,5,6.4,5.0,5
combs,5,5.2,6.6,5
mured,4,4.8,5.6,5
kibla,3,4.0,5.2,5
colly,6,6.2,6.8,5
onion,5,4.8,4.6,6
tipis,6,6.0,3.4,3
teaks,5,5.6,5.4,5
onery,5,4.6,5.6,5
alefs,5,5.4,5.8,4
pasha,5,4.2,4.8,4
clear,3,5.8,5.2,5
garda,5,4.8,4.6,4
foist,6,5.4,6.0,7
bluer,5,5.4,5.0,3
palsy,4,4.4,4.2,3
abbes,7,5.4,6.2,6
stint,5,5.4,5.4,5
rants,2,5.8,6.0,3
tunas,3,4.8,5.4,3
sheaf,8,4.8,5.8,8
calve,4,4.8,5.2,5
kedge,5,4.6,4.8,5
micro,4,4.4,4.0,4
reign,4,5.4,4.8,4
naggy,4,5.4,6.0,6
beans,6,5.6,5.4,5
drill,3,5.2,5.4,4
trots,6,5.4,5.6,6
hadal,3,5.2,4.2,4
sheer,6,4.6,5.6,5
reefs,7,6.0,5.6,8
merle,4,5.0,4.6,4
madly,4,5.0,4.2,4
goosy,6,4.6,5.2,6
cleft,6,5.2,3.8,5
woody,5,4.8,5.2,5
flies,5,5.8,5.0,8
chord,5,5.0,4.0,5
awols,4,4.4,4.8,3
wispy,6,4.0,4.6,5
dykes,5,5.8,4.4,4
outed,3,5.4,2.6,3
wrick,6,5.2,4.8,5
miaow,5,4.0,3.8,4
neume,4,4.2,3.8,4
relit,3,4.8,4.8,3
wytes,7,5.6,4.8,5
adown,4,4.6,4.4,4
queys,7,6.2,5.2,3
pulls,5,6.0,5.4,6
octad,4,4.2,4.6,5
orgic,6,5.0,3.8,5
torii,3,4.0,4.4,4
mohur,4,4.2,4.2,7
allod,5,5.0,3.8,5
auxin,5,4.4,3.0,4
arepa,7,6.4,4.4,7
lacer,3,7.0,5.8,4
touch,3,4.6,4.0,5
waspy,6,5.4,5.4,4
vases,7,6.4,8.0,8
smart,5,5.0,5.8,5
lehrs,4,5.8,6.8,4
sasin,5,5.6,5.8,6
iambi,6,5.0,4.6,5
extra,11,5.6,4.6,8
peags,5,4.0,5.4,4
webby,4,5.0,6.0,5
chose,4,4.8,5.2,6
adorn,4,4.6,3.4,4
dyked,6,4.2,4.6,5
adzes,4,6.0,3.8,2
liker,5,7.4,6.2,7
salal,5,5.0,4.6,4
endow,5,4.6,4.2,5
chows,4,5.4,5.8,5
riser,7,7.0,5.2,7
funky,6,4.6,4.8,6
dedal,5,4.6,3.8,5
tenge,4,5.2,4.8,4
chino,3,4.8,4.0,4
patsy,5,4.6,5.2,5
terse,3,4.6,5.8,3
fists,5,5.2,5.8,5
slurs,4,4.2,5.4,4
octan,5,5.0,6.0,5
lotte,5,5.0,5.2,5
artel,3,4.0,4.2,3
shtik,5,5.0,4.2,3
roods,5,5.6,5.2,4
babel,5,6.8,5.6,6
nubby,4,5.2,4.6,4
grand,5,5.0,4.4,5
truck,4,4.0,4.4,5
rammy,4,5.6,5.6,5
clomp,4,4.6,5.0,4
patty,5,5.4,6.2,6
brose,5,5.0,5.6,7
hoist,5,5.8,5.2,6
moths,6,4.4,5.2,5
leuds,4,5.2,3.8,2
wigan,4,4.8,5.0,5
amias,7,5.0,4.4,6
oases,7,7.4,5.6,4
crick,5,5.0,5.2,5
tules,4,5.2,5.2,3
aegis,3,6.6,3.8,2
alert,9,4.8,4.0,3
redip,5,4.0,4.0,3
lated,3,5.6,8.4,3
mavin,5,4.2,4.8,6
molto,4,4.4,4.6,4
qophs,5,5.6,7.4,6
triac,4,4.6,4.8,5
merry,7,7.2,5.2,5
tiger,5,6.4,3.4,5
ankus,5,5.4,3.4,5
drily,3,4.4,4.8,3
teles,5,5.0,6.2,3
blubs,7,6.2,4.8,7
trews,5,5.0,4.6,4
pants,4,5.4,5.2,4
scree,7,5.0,4.6,5
skies,6,4.6,5.0,6
miler,3,4.6,5.8,4
wides,6,6.0,5.8,7
snarf,7,5.2,6.6,5
lieus,4,5.6,3.4,2
nadas,6,5.4,4.4,3
aider,3,6.0,3.2,3
biked,4,5.6,8.0,5
jotas,7,4.8,5.8,6
cinch,4,6.0,5.6,7
snaps,5,4.8,6.8,6
potto,4,5.2,5.0,5
lyart,3,5.4,5.0,4
equal,8,5.6,4.6,4
tease,3,5.4,5.4,4
beers,7,5.2,6.0,5
bovid,3,5.4,4.0,3
lased,4,5.8,6.8,6
mould,4,4.6,4.4,3
indri,4,4.8,3.6,3
tenty,5,5.4,4.8,5
mawed,6,5.4,7.8,7
halve,5,5.8,5.2,6
zowie,6,5.2,5.2,6
cauls,4,5.6,5.0,4
vixen,6,4.8,4.6,5
botch,4,4.4,5.6,5
vamps,6,5.6,7.6,5
slurb,4,4.8,5.2,4
bortz,4,4.8,5.0,4
meads,5,6.4,5.0,6
gouty,4,5.0,4.0,4
meets,7,4.0,5.4,10
fumer,5,6.0,4.8,5
musks,5,5.2,5.4,5
skiff,5,4.6,5.0,6
bonks,6,5.4,5.8,5
rally,4,5.0,5.6,5
wager,6,7.4,8.0,7
fusil,3,3.8,4.2,3
petit,5,5.4,4.6,4
chats,3,5.0,6.0,4
japer,5,5.6,7.8,6
trone,3,6.0,5.8,3
skees,6,5.0,5.0,4
saucy,4,3.8,4.6,4
trows,5,5.4,5.4,5
quint,4,4.4,4.4,4
cobbs,8,4.8,6.2,9
gated,6,7.0,7.4,7
chimp,4,5.8,4.6,4
nopal,5,4.6,4.6,4
ficus,4,5.2,5.0,5
hazes,8,7.4,8.4,8
jurel,4,5.8,5.8,3
prism,5,3.8,4.2,5
tryst,3,4.4,3.6,3
puggy,4,6.0,6.8,4
woofs,6,5.6,6.2,6
kilty,4,5.8,5.0,5
alane,4,5.2,4.4,4
justs,7,7.4,6.2,7
scart,4,5.0,6.6,4
signs,5,4.8,4.8,4
taffy,7,6.8,6.4,8
daubs,5,4.6,3.8,3
becks,6,5.4,5.4,5
terra,4,5.6,5.6,5
mural,4,3.8,4.8,3
bonds,4,4.8,6.2,5
anlas,4,5.4,5.2,4
geeky,5,5.0,5.4,4
moola,5,4.8,5.0,5
homes,6,6.0,5.6,5
sayst,5,4.2,4.6,4
prole,3,5.6,6.0,3
dunam,4,4.2,3.2,4
neist,7,5.2,5.2,7
kufis,5,4.6,5.4,5
fanum,4,4.4,4.4,4
maser,6,4.6,5.6,7
chirr,7,5.0,4.6,6
combe,4,5.6,4.8,4
drier,4,5.2,6.4,3
beige,5,4.4,4.8,4
shaly,3,4.0,5.6,4
event,5,4.8,4.4,4
every,10,5.4,5.2,8
fuzes,6,6.8,6.0,6
amble,6,5.0,5.4,5
alang,5,4.8,5.2,4
umped,4,4.8,5.0,5
commy,5,6.2,6.4,6
scute,4,5.6,4.4,4
abaca,5,4.8,4.8,6
major,5,4.6,6.4,6
strap,4,5.2,5.4,4
chirp,5,3.2,5.8,5
yurta,4,4.2,5.6,4
sambo,3,5.4,4.8,6
urged,5,5.4,3.8,5
spail,4,4.6,4.0,5
greys,5,5.8,5.8,4
snore,3,5.8,5.0,4
quiff,5,3.6,4.8,6
goyim,4,4.0,4.2,5
imbed,4,5.2,7.0,8
rajes,10,7.8,7.8,11
gursh,3,4.2,4.2,4
hyrax,5,4.2,5.2,5
churr,4,4.0,4.6,5
glias,5,6.8,5.6,4
brigs,7,5.2,4.8,5
atony,4,4.4,4.6,3
carry,4,5.2,5.0,4
weeds,9,7.0,6.2,9
magus,5,5.4,5.2,5
miked,5,4.4,7.0,6
sages,7,7.8,8.0,7
shale,3,5.2,6.2,4
cotta,3,5.4,6.0,5
sowed,3,5.4,6.0,4
flued,6,5.2,5.6,6
uplit,3,4.2,2.8,5
wrist,7,5.0,4.4,7
argil,6,5.2,4.0,3
ingot,3,3.6,4.6,5
tombs,5,5.6,6.2,5
almes,3,5.2,4.6,3
laxer,10,6.6,6.8,10
breve,5,5.8,5.2,6
cleat,4,4.0,4.4,4
divas,5,5.2,3.4,6
rakes,6,8.0,7.6,7
yclad,3,4.6,4.4,4
fucus,5,5.2,4.8,6
cleek,5,4.6,5.0,4
maqui,5,5.0,3.6,3
putts,5,6.8,7.0,5
azine,4,5.2,5.0,4
ticks,4,6.4,5.0,4
adyta,4,3.2,4.0,4
joeys,5,5.2,5.0,5
glace,5,4.2,6.0,5
agent,4,5.0,4.6,4
cures,4,6.0,5.6,3
forks,6,5.2,6.0,6
frits,6,5.2,4.4,6
marcs,4,7.4,6.4,5
kicky,5,4.8,5.0,5
amort,4,4.6,4.2,5
belay,4,5.8,5.4,5
deity,3,5.2,5.2,3
broil,3,4.8,4.4,4
vigas,6,6.2,5.0,7
icier,5,5.6,5.4,9
coins,3,4.6,5.0,3
kivas,6,6.0,5.6,6
ruble,5,4.0,5.2,3
widdy,4,6.2,4.2,4
mends,5,7.6,8.6,6
maker,5,6.0,5.4,6
seder,6,4.6,3.6,3
piano,3,4.6,2.8,2
kithe,5,5.2,4.4,5
hulas,4,5.8,4.4,4
sends,9,6.6,5.4,10
daric,3,4.4,3.8,3
hurls,7,6.6,6.0,7
sords,7,6.2,7.6,6
litai,3,4.6,4.6,7
mongo,5,4.4,4.2,5
pyxis,4,5.4,3.8,3
abbot,5,5.6,5.2,6
tumor,3,4.2,4.2,3
xenic,5,3.8,5.8,5
snake,4,5.2,5.2,4
barde,3,5.4,4.4,3
seamy,3,4.8,5.6,4
billy,4,4.6,4.6,5
toras,2,5.8,4.8,3
poods,4,4.8,6.2,5
vault,5,4.8,5.0,5
degas,4,5.2,5.6,5
girsh,4,3.6,4.4,3
scram,4,4.4,5.2,5
haply,4,4.6,6.4,4
folds,7,5.4,6.4,9
sizes,10,7.6,5.8,10
popes,8,7.2,6.8,9
kagus,6,5.0,5.0,6
ketol,6,3.8,5.6,6
noons,8,6.4,6.2,5
dance,4,5.8,3.6,3
rotte,3,4.8,4.8,3
sepoy,4,5.2,5.4,4
dazed,9,6.6,8.2,5
bough,4,4.4,4.6,6
glume,5,5.0,4.6,5
brung,5,4.6,5.0,3
fluyt,4,4.4,5.2,4
amido,5,4.0,2.6,2
yeggs,7,5.4,4.8,5
slips,5,6.0,6.0,7
quail,5,5.8,3.2,3
mauve,4,4.4,4.8,4
carks,6,7.0,5.6,6
tanto,4,4.6,4.6,4
gests,8,7.4,7.4,8
daffs,7,5.0,5.2,6
bonus,4,7.0,4.4,5
oxide,5,5.4,3.6,5
arval,8,5.8,4.2,5
germs,7,5.6,6.0,6
derry,6,6.6,4.2,4
agars,5,5.2,5.0,3
mayst,6,5.4,4.6,4
ghees,7,5.6,4.8,5
alecs,4,4.4,4.8,3
hakim,4,4.2,5.2,5
stomp,4,5.2,6.0,5
sorry,3,4.4,5.8,5
shake,7,5.6,6.2,5
caret,2,6.6,4.0,3
unfed,6,4.4,3.8,5
angas,7,5.4,5.2,6
boxed,6,6.2,9.4,7
tubal,4,4.4,4.2,4
visas,7,5.4,7.2,8
sadly,3,3.8,3.8,3
pewee,4,4.2,5.0,4
yowie,6,5.4,5.0,5
peris,3,5.4,4.4,2
hooky,5,6.2,4.8,6
glued,5,6.2,4.4,5
hinny,6,5.4,4.8,6
dined,9,5.4,7.4,5
jiber,7,5.6,6.6,7
frogs,5,4.6,3.8,5
kexes,7,5.8,4.8,10
vodou,4,4.4,2.8,3
cooch,4,5.0,4.8,5
goral,6,6.0,5.0,7
wears,11,7.0,8.0,11
compt,3,4.4,4.4,4
farcy,4,4.2,6.8,4
mussy,5,6.0,6.0,6
cosey,3,5.2,6.2,3
scalp,5,5.0,5.0,4
chess,6,5.8,5.0,6
skill,5,5.4,5.8,6
weeks,7,5.6,7.0,7
dutch,4,4.8,3.6,4
coals,2,5.2,4.8,4
rodeo,4,5.0,2.4,3
chott,4,4.4,5.4,6
cajon,4,4.4,6.6,5
gator,3,4.2,4.0,5
edges,5,5.8,4.6,5
babus,5,6.4,6.6,6
soths,8,5.0,5.6,7
widow,4,4.8,3.2,3
romeo,5,5.6,4.2,3
sylph,4,4.0,3.6,3
agave,7,4.4,5.6,6
divot,4,5.2,4.0,4
gluer,6,4.0,4.2,4
oaken,3,4.2,6.2,5
color,3,5.0,4.8,4
store,2,5.0,6.0,3
igged,6,4.6,8.2,9
faked,7,6.8,6.8,8
chafe,4,5.4,4.6,6
tsuba,3,5.0,5.2,6
piked,4,4.8,6.2,5
parge,4,6.2,6.6,4
arise,3,4.6,4.2,3
mites,6,5.2,6.0,6
sobas,6,4.8,5.6,4
cuing,3,4.2,4.4,3
hazed,7,6.0,7.0,9
perry,7,5.0,7.4,6
brute,3,4.6,3.6,3
scams,5,5.6,4.6,4
zeros,4,5.6,5.6,5
brine,3,5.2,5.2,3
photo,4,4.2,3.8,4
miasm,5,5.6,5.0,6
yowls,6,6.4,5.2,6
bored,4,4.4,5.8,5
stage,5,6.6,4.0,5
lindy,3,4.0,4.8,3
askew,4,4.8,5.0,4
llano,3,4.4,4.4,4
biont,3,4.6,4.8,4
buhls,3,3.2,4.6,5
frets,3,4.4,6.0,4
atomy,6,5.2,4.6,5
lense,5,5.4,5.2,5
thuya,4,4.2,5.0,4
suite,2,5.0,3.8,3
chars,5,6.6,6.4,6
tours,3,4.6,5.4,3
rapid,4,4.6,4.8,4
mondo,5,5.0,4.4,5
naval,6,4.6,5.4,5
piker,4,5.4,5.8,5
dukes,5,4.6,5.0,6
zeals,9,5.4,7.6,9
flips,4,4.2,5.0,6
ganja,5,5.2,6.0,6
sizer,5,4.8,5.0,5
tatty,5,6.2,7.2,5
sling,5,4.2,6.2,4
raids,4,5.0,5.0,2
asset,2,5.4,4.2,5
gonif,4,4.8,4.4,5
rotor,5,4.6,4.6,4
looie,3,5.2,4.4,5
toddy,4,5.2,4.2,4
deuce,3,4.2,3.8,4
drawn,5,4.4,5.4,4
rubes,5,5.0,4.0,4
pions,3,5.0,5.0,5
aroma,4,4.2,4.2,5
miter,7,5.0,6.8,7
voids,4,5.2,4.0,4
ramus,4,4.4,4.4,4
witan,5,4.6,4.4,5
fasts,7,6.4,7.2,7
ponce,3,4.4,5.4,4
exact,5,5.2,5.6,5
fixer,7,6.2,6.2,8
luger,4,5.0,5.0,3
tuber,5,5.6,5.2,5
ivies,5,5.2,5.6,8
seton,4,4.2,4.2,4
cibol,4,4.0,4.0,5
cycas,6,5.0,6.4,5
molts,5,6.6,6.6,5
wicca,4,5.2,5.2,4
rimer,7,6.8,5.4,6
winey,5,5.2,5.6,5
tiler,3,4.8,3.8,3
banjo,5,4.4,5.0,5
stars,7,5.8,6.8,7
gurry,4,5.4,5.8,8
bongo,4,5.0,4.4,4
isles,5,5.2,7.0,9
oculi,3,3.6,3.4,4
negus,7,6.0,4.6,4
fluff,5,4.6,5.2,6
zoris,4,5.0,4.2,4
roams,4,6.0,5.0,4
amine,3,4.0,4.4,3
shawn,4,5.0,6.0,6
cargo,3,4.4,5.4,4
coven,5,5.2,5.6,5
forum,5,4.4,5.8,6
bahts,3,6.6,5.8,5
jager,7,7.4,8.6,8
crake,6,5.8,5.4,6
palps,4,5.4,5.8,6
ducts,4,5.6,5.2,4
adunc,4,4.6,2.8,3
beech,4,5.4,4.4,5
tried,4,4.6,6.4,3
popsy,5,5.2,7.4,6
hakes,6,8.6,8.4,7
scrod,3,4.4,4.4,4
zincy,4,4.4,5.4,5
odium,3,5.0,2.0,2
herry,8,5.2,6.2,7
jagra,5,5.2,5.4,5
gogos,6,5.4,4.8,5
fezzy,6,5.6,5.4,7
raita,3,4.2,4.0,4
gusto,4,6.0,4.0,3
tuffs,8,5.0,5.8,7
whaps,4,4.4,5.8,6
cruet,5,4.4,4.6,3
hexyl,5,5.4,4.4,5
sakes,11,6.0,7.2,11
etuis,7,4.6,3.2,2
enate,4,5.2,4.6,5
hooty,4,5.0,5.0,4
roles,2,7.6,6.8,3
sloid,3,4.2,5.0,3
muffs,7,5.0,7.2,7
chunk,4,4.4,4.4,4
basks,6,5.0,5.2,6
nones,9,6.2,8.4,10
agita,5,4.4,4.2,4
cacao,4,4.8,5.4,5
fubsy,5,4.8,5.8,4
bully,5,4.6,5.4,6
sigla,4,5.6,3.6,3
hello,5,5.6,3.4,5
abash,8,4.8,5.6,4
ceres,5,5.2,4.6,4
roans,2,4.6,4.6,3
linin,4,4.8,4.2,4
fiscs,5,4.4,5.0,5
parae,6,5.2,5.8,6
myoma,4,4.6,5.2,6
stair,3,3.4,3.8,4
serer,6,5.2,5.2,4
pacer,4,5.6,8.0,5
durrs,5,6.6,6.0,4
hypes,5,5.4,5.6,5
whelp,5,5.0,4.0,4
whoof,5,5.2,5.0,5
haika,4,5.4,4.2,5
older,4,4.6,5.2,4
souks,7,4.8,4.8,7
padre,4,4.4,5.6,4
infos,6,5.4,4.0,5
there,5,4.2,4.2,4
raver,9,5.4,6.8,9
alamo,4,4.2,2.8,3
knawe,3,4.6,5.2,4
chins,3,5.8,5.2,4
spahi,4,5.4,4.6,6
frisk,8,4.6,4.8,8
incog,4,4.8,5.4,5
scatt,4,5.6,5.6,5
mirza,3,4.6,5.0,6
ulnad,4,3.4,3.8,5
wince,5,5.4,5.0,5
ahull,6,5.0,3.6,5
prize,6,6.2,5.6,6
odyle,5,4.0,5.0,4
tread,4,5.6,5.4,5
korai,3,4.2,2.8,3
opahs,4,4.6,5.8,6
aboil,4,4.4,2.6,3
elect,6,4.0,5.0,5
dyads,6,6.4,3.8,6
rived,6,5.8,6.6,8
sweet,6,5.2,5.2,6
piths,4,5.2,6.0,4
irony,3,5.2,5.2,5
fresh,5,4.2,6.0,4
sited,2,5.0,7.2,3
pilaw,6,4.4,5.4,5
redia,3,6.0,4.0,3
roble,3,5.0,4.6,3
meshy,5,4.4,5.8,4
stope,5,5.8,5.4,5
forte,2,4.6,5.2,3
exalt,4,4.2,5.2,4
linac,3,5.4,4.4,5
graft,7,4.6,5.4,5
haugh,6,4.0,4.4,6
joint,3,4.6,5.0,5
throw,4,4.6,4.6,5
wooly,5,5.4,6.6,5
ideal,8,6.4,3.8,4
altho,6,4.4,3.4,2
grads,5,5.0,5.2,5
bialy,3,3.8,4.6,5
raged,5,7.8,7.8,7
heard,5,5.6,5.0,5
setal,3,5.2,6.2,4
unaus,5,4.6,6.8,4
soman,3,4.4,4.0,4
telae,4,6.0,5.0,4
befit,3,5.2,5.2,4
spume,4,4.8,4.6,3
herbs,7,6.4,6.6,5
mimed,7,6.8,7.2,8
error,4,3.8,5.4,6
axiom,6,4.6,2.8,4
broth,5,4.2,5.2,4
herns,5,6.4,6.4,4
pisco,5,5.0,3.6,4
salon,2,5.4,4.6,5
knout,3,3.8,4.6,5
drive,5,5.2,4.4,3
shiva,4,5.4,4.2,5
naves,6,5.4,7.0,7
loner,2,5.2,6.6,3
badly,3,5.0,4.4,3
teals,3,8.0,7.0,4
latex,5,4.0,6.0,5
carps,5,6.4,6.6,5
unled,4,6.0,4.0,5
roved,7,5.8,6.8,7
gager,7,7.2,8.4,8
drunk,4,4.0,3.6,3
mange,3,4.4,4.8,4
ament,4,5.8,5.4,3
poems,4,4.6,5.0,4
stern,3,4.2,5.0,3
wagon,4,5.0,6.4,5
digit,5,4.4,3.4,3
ansae,4,5.6,4.4,3
abhor,4,4.8,5.2,4
whose,5,4.8,5.0,6
rules,4,6.4,5.0,3
glues,6,4.4,4.0,5
dares,4,6.0,5.0,2
pasts,8,5.4,6.0,7
kneel,5,4.8,4.4,5
ammos,5,5.0,4.4,5
deers,4,6.0,5.2,4
mucks,6,7.4,4.8,6
binge,5,4.4,5.2,4
yulan,3,5.2,5.0,4
mashy,5,4.8,5.6,5
wamus,5,6.0,4.6,5
bawds,5,6.0,4.8,4
amice,4,4.4,4.0,4
simar,3,4.4,5.6,5
minae,3,4.0,4.8,4
joist,7,5.4,4.8,8
tufas,5,5.8,5.6,4
chard,5,4.4,4.2,4
rills,3,7.8,6.0,5
hokum,4,4.4,5.0,5
dwarf,4,5.2,5.0,5
avion,5,4.6,2.8,3
raped,4,6.4,8.6,5
sabre,3,4.2,5.0,3
ditch,4,5.2,4.0,4
halal,4,4.4,5.6,5
pelfs,6,6.2,4.8,4
apses,7,5.8,4.8,6
miche,4,4.4,4.8,4
zamia,6,5.2,5.0,7
arcus,6,5.4,3.6,4
expel,5,4.6,5.6,6
agism,5,4.2,4.2,3
brood,6,3.4,4.8,6
slurp,3,3.8,3.8,3
mures,5,5.6,4.6,4
whaup,4,4.0,4.2,5
techy,4,4.2,4.6,3
bodes,5,5.8,5.4,6
elite,4,4.6,4.6,5
fetid,5,4.6,4.4,5
claim,3,4.4,5.0,5
surfs,6,5.4,6.2,6
lodes,3,7.2,4.8,3
donsy,3,4.4,4.4,3
amour,3,3.8,3.0,2
geeks,6,4.2,7.4,6
ramen,3,4.0,5.6,4
baser,5,5.8,4.6,6
squab,5,5.0,4.2,5
skirr,5,4.6,5.6,5
malls,7,6.0,5.8,4
bubus,6,6.0,7.4,6
chiro,5,3.8,4.8,4
andro,5,4.2,2.0,2
blips,3,5.6,5.2,5
vasts,11,6.4,7.8,9
patch,4,6.0,5.8,5
uredo,7,5.4,2.4,2
colas,3,5.8,5.4,4
dawns,5,5.6,6.0,4
shuts,6,4.8,4.8,6
flume,6,4.4,6.0,6
ghoul,4,4.8,4.2,5
humid,4,4.6,3.6,4
tater,9,8.0,7.8,10
stand,4,4.0,4.0,4
cutes,4,5.0,6.0,4
sudsy,3,4.4,4.8,3
bobby,6,5.0,6.2,8
aorta,3,4.2,5.0,7
walla,5,5.8,6.0,5
young,3,5.0,4.2,4
spurs,5,4.8,4.8,5
cushy,4,5.2,7.2,4
rides,3,6.4,5.8,2
proud,3,4.2,4.6,6
dozer,6,6.4,6.6,6
admen,3,4.8,4.0,3
yurts,5,5.4,5.8,5
junks,7,5.2,7.6,8
leers,5,5.6,7.0,6
kraut,7,4.0,4.6,4
glums,4,5.2,4.4,4
hates,9,5.8,8.6,9
tweed,6,5.0,4.8,4
repin,4,3.8,4.2,3
milia,6,5.2,5.0,5
vills,14,6.4,5.2,12
bonne,6,5.2,4.8,6
taiga,4,4.0,4.8,5
spics,3,5.2,6.6,5
niece,4,5.4,5.4,4
byrls,4,4.0,3.4,3
steed,4,5.4,4.6,4
wames,8,6.6,7.4,9
royal,4,4.4,5.2,7
lewis,4,5.2,5.2,4
acold,3,3.8,4.4,5
hiked,6,6.2,5.2,7
sears,12,5.6,7.4,12
bribe,5,5.2,5.6,4
carol,2,4.8,5.4,5
balds,4,4.8,4.6,4
moped,4,6.4,5.8,5
quern,4,4.2,4.8,5
riyal,4,5.2,5.4,3
stamp,6,6.4,5.0,6
kaiak,4,5.0,6.0,5
cedar,3,5.8,4.2,4
maple,4,5.2,6.2,4
howls,5,5.0,5.8,7
tsars,7,7.4,4.6,8
nonyl,3,4.2,5.0,4
dhaks,4,4.4,5.4,5
prees,7,5.2,5.0,5
lamby,4,5.2,5.0,6
spear,6,6.0,4.8,8
skink,6,5.4,4.6,6
pecky,4,4.8,5.4,4
thens,4,5.0,5.2,3
polka,5,4.6,4.4,5
naans,6,6.2,6.8,6
gleed,5,5.2,4.4,5
cadge,5,5.6,3.8,4
sluff,5,6.0,4.0,5
thebe,4,4.4,4.4,5
karst,2,5.0,4.2,3
ruins,3,4.8,4.4,2
glyph,4,4.2,4.0,3
gaffe,5,5.6,4.8,5
linga,5,5.6,5.2,4
grith,5,4.6,5.6,5
scour,4,4.8,4.4,4
scuts,5,4.4,4.2,5
netts,7,6.8,8.0,7
bland,4,4.6,4.4,4
credo,5,4.0,2.8,2
celeb,5,5.0,4.4,4
fluky,5,4.4,4.2,4
skiey,5,5.2,4.4,4
colic,4,5.8,4.4,4
fever,7,5.0,5.2,6
dawen,4,4.4,6.4,3
conga,4,4.0,5.6,4
vivas,7,6.2,5.8,9
renal,4,5.4,5.4,4
thews,6,5.4,4.6,4
imaum,6,4.8,4.0,4
sicko,4,4.4,4.6,3
weird,3,3.8,5.0,3
peony,3,4.6,4.6,4
apres,4,4.4,4.2,4
serow,3,4.8,4.8,8
crews,5,4.6,4.8,4
thump,3,4.6,4.2,4
cames,4,8.4,7.0,4
liard,3,4.4,4.2,4
spick,4,4.4,4.2,5
wonky,5,5.6,6.6,5
dozes,8,7.2,6.0,8
mazer,6,6.8,5.8,7
stare,2,5.8,6.6,3
seeds,5,6.0,5.6,4
ashes,9,6.6,4.8,8
primo,4,5.2,4.6,5
simas,5,5.8,6.4,7
drool,5,5.6,4.8,4
stull,4,4.4,6.0,6
midge,4,4.6,3.8,3
poppa,6,5.0,5.0,5
unary,5,5.0,4.6,4
boyos,7,5.8,5.6,6
chase,8,4.0,5.4,5
stops,6,5.8,7.0,8
meiny,3,5.4,5.4,4
stuns,4,5.0,4.8,5
rebbe,7,4.2,4.8,6
venue,4,4.0,4.6,4
wifty,5,4.2,5.2,4
swish,4,4.4,5.6,5
zooey,7,6.2,5.6,7
hoofs,7,6.8,6.0,6
fecal,5,5.6,6.0,6
khets,5,5.6,5.0,6
tough,3,4.8,4.6,6
notch,5,4.6,5.4,4
rooky,5,4.8,5.8,5
knaps,4,4.6,5.6,5
baaed,7,7.4,8.4,8
savin,4,3.2,4.8,5
chiru,5,5.2,4.8,4
butut,4,4.4,4.6,5
wonts,6,5.0,6.0,5
bores,5,6.8,7.0,6
agile,4,4.8,4.0,4
adios,3,5.6,2.0,2
